Test Mean,Test Stdev,Aleatoric Uncertainty,Epistemic Uncertainty,Explained variance,Mean absolute error,Mean Squared Error,Median Absolute error,R^2
19.603934,0.000000,13.040994,6.869707,0.257247,10.558000,190.407237,9.196180,0.256059
